"participant","date1","stimulusPresent.t","correctKey","keyRespCorrect","correctKeyPressNum","key_resp_9.rt","key_resp_9.keys","trialCorrect","repetitionNumber","anticipatoryResponse","PreTouchByDate","recallResponse","recallResponseTime","RecordAnswer.rt","RecordAnswer.keys","questionsResponses"
101,"2018-06-02",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
101,"2018-06-02",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
101,"2018-06-02",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
101,"2018-06-02",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
101,"2018-06-02",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[11.283204102539457, 11.383640205138363, 12.183855179464445, 12.549841230735183, 12.816682256408967, 13.083665641024709, 13.583414564142004, 13.732641641050577, 13.950889846193604, 14.316383179510012, 15.382159179542214, 15.50008820509538, 15.916699487133883, 16.11682215379551, 16.283550769207068, 16.382795487181284, 16.782605948741548, 16.899503999971785, 17.017085538478568, 17.166529641021043, 17.215721846208908, 17.431519179488532, 17.531868717982434, 17.648534153820947, 17.831350153894164, 17.948657641070895, 18.149093333282508, 18.298883281997405, 18.36594379483722, 18.46572061534971, 18.715406358940527, 18.816495589795522, 19.93264697433915, 20.265021128230728, 20.465688615338877, 21.414840205106884, 22.215927794924937, 22.332876717904583]","at school 9not formal at home0back 0back 0",""
101,"2018-06-02",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",4.78166441026,"","",""
101,"2018-06-02",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",3.91676266666,"","",""
101,"2018-06-02",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",2.24939446163,"","",""
101,"2018-06-02",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",1.88263261539,"","",""
101,"2018-06-02",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",2.98271794873,"","",""
101,"2018-06-02",NA,"['3']",NA,"","","",0,1,NA,1,"['1']",4.5153846154,"","",""
101,"2018-06-02",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",3.61635158979,"","",""
101,"2018-06-02",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",2.5159138462,"","",""
101,"2018-06-02",NA,"['1']",NA,"","","",0,1,NA,1,"['2']",3.03301292309,"","",""
101,"2018-06-02",NA,"['1']",NA,"","","",1,1,NA,1,"['1']",50.7121788717,"","",""
101,"2018-06-02",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",5.59402461548,"","",""
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","",""
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
102,"2018-05-19",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[4.168194664875045, 4.465993272606283, 5.782914318609983, 6.2304940754547715, 6.582071078475565]","piano",""
102,"2018-05-19",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",7.25214368966,"","",""
102,"2018-05-19",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",5.83260082151,"","",""
102,"2018-05-19",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",4.79926752904,"","",""
102,"2018-05-19",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",4.8824715293,"","",""
102,"2018-05-19",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",4.31593930349,"","",""
102,"2018-05-19",NA,"['3']",NA,"","","",0,1,NA,1,"['1']",4.68242049334,"","",""
102,"2018-05-19",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",3.91586184711,"","",""
102,"2018-05-19",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",4.96577399084,"","",""
102,"2018-05-19",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",4.06604914949,"","",""
102,"2018-05-19",NA,"['1']",NA,"","","",0,1,NA,1,"['2']",27.0141374185,"","",""
102,"2018-05-19",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",21.2113548168,"","",""
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","",""
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['3']"
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['2']"
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['2']"
105,"2018-05-18",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[3.2760899167042226, 4.010221526026726, 4.526316070230678, 4.994484109338373]","none",""
105,"2018-05-18",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",10.404714989,"","",""
105,"2018-05-18",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",5.54904711922,"","",""
105,"2018-05-18",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",3.0661012521,"","",""
105,"2018-05-18",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",7.63227983727,"","",""
105,"2018-05-18",NA,"['2']",NA,"","","",0,1,NA,1,"['3']",5.81588248303,"","",""
105,"2018-05-18",NA,"['3']",NA,"","","",0,1,NA,1,"['4']",4.21666681021,"","",""
105,"2018-05-18",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",4.0487544015,"","",""
105,"2018-05-18",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",4.84903895482,"","",""
105,"2018-05-18",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",6.2159492725,"","",""
105,"2018-05-18",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",12.6182737006,"","",""
105,"2018-05-18",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",10.6791540359,"","",""
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","",""
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
109,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[3.782278564176522, 4.915369025664404, 5.46615384623874, 5.832030769321136, 6.1320722051896155]","piano",""
109,"2018-06-03",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",8.596379,"","",""
109,"2018-06-03",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",5.215109,"","",""
109,"2018-06-03",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",5.482684,"","",""
109,"2018-06-03",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",4.164991,"","",""
109,"2018-06-03",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",3.932559,"","",""
109,"2018-06-03",NA,"['3']",NA,"","","",0,1,NA,1,"['1']",6.683293,"","",""
109,"2018-06-03",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",12.13165,"","",""
109,"2018-06-03",NA,"['2']",NA,"","","",0,1,NA,1,"['4']",6.782212,"","",""
109,"2018-06-03",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",4.03091,"","",""
109,"2018-06-03",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",55.43148,"","",""
109,"2018-06-03",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",10.21322,"","",""
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,""
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,"['1']"
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,"['1']"
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,"['2']"
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,"['2']"
110,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,NA,NA,""
110,"2018-06-10",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",11.80491,NA,NA,""
110,"2018-06-10",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",6.299187,NA,NA,""
110,"2018-06-10",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",3.632777,NA,NA,""
110,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",5.232213,NA,NA,""
110,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",4.399298,NA,NA,""
110,"2018-06-10",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",3.298791,NA,NA,""
110,"2018-06-10",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",5.281723,NA,NA,""
110,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['4']",3.232392,NA,NA,""
110,"2018-06-10",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",8.116037,NA,NA,""
110,"2018-06-10",NA,"['1']",NA,"","","",1,1,NA,1,"['1']",18.11722,NA,NA,""
110,"2018-06-10",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",12.99482,NA,NA,""
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","",""
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['3']"
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
118,"2018-06-03",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[8.838284717989154, 9.037641435978003, 10.255072000087239, 10.921478564152494, 11.405237743631005, 11.58789415389765, 11.820514051360078, 12.321661948692054]","recorder",""
118,"2018-06-03",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",5.236416,"","",""
118,"2018-06-03",NA,"['2']",NA,"","","",0,1,NA,1,"['4']",6.13227,"","",""
118,"2018-06-03",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",2.83286,"","",""
118,"2018-06-03",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",1.982481,"","",""
118,"2018-06-03",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",2.733068,"","",""
118,"2018-06-03",NA,"['3']",NA,"","","",0,1,NA,1,"['1']",3.749,"","",""
118,"2018-06-03",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",3.01562,"","",""
118,"2018-06-03",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",2.582456,"","",""
118,"2018-06-03",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",3.433021,"","",""
118,"2018-06-03",NA,"['1']",NA,"","","",1,1,NA,1,"['1']",25.2126,"","",""
118,"2018-06-03",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",12.12883,"","",""
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","",""
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['2']"
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"","","['1']"
131,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[13.599083487177268, 13.782889435999095, 14.132675282191485, 14.38266584626399, 14.547640205128118]","flute",""
131,"2018-06-10",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",5.644059,"","",""
131,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['4']",5.498574,"","",""
131,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['3']",5.798289,"","",""
131,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",2.966434,"","",""
131,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",3.949702,"","",""
131,"2018-06-10",NA,"['3']",NA,"","","",0,1,NA,1,"['1']",2.749825,"","",""
131,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",2.064613,"","",""
131,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['3']",4.765647,"","",""
131,"2018-06-10",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",7.46603,"","",""
131,"2018-06-10",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",28.26606,"","",""
131,"2018-06-10",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",11.21264,"","",""
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"",NA,""
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"",NA,"['3']"
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"",NA,"['1']"
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"",NA,"['1']"
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"",NA,"['2']"
132,"2018-06-10",NA,"",NA,"","","",NA,NA,NA,1,"",NA,"[5.331430564168841]",NA,""
132,"2018-06-10",NA,"['3']",NA,"","","",1,1,NA,1,"['3']",6.308065,"",NA,""
132,"2018-06-10",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",4.515739,"",NA,""
132,"2018-06-10",NA,"['4']",NA,"","","",1,1,NA,1,"['4']",3.931963,"",NA,""
132,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['3']",3.948817,"",NA,""
132,"2018-06-10",NA,"['2']",NA,"","","",1,1,NA,1,"['2']",2.833442,"",NA,""
132,"2018-06-10",NA,"['3']",NA,"","","",0,1,NA,1,"['4']",3.031381,"",NA,""
132,"2018-06-10",NA,"['4']",NA,"","","",0,1,NA,1,"['1']",2.149074,"",NA,""
132,"2018-06-10",NA,"['2']",NA,"","","",0,1,NA,1,"['1']",4.116091,"",NA,""
132,"2018-06-10",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",2.465547,"",NA,""
132,"2018-06-10",NA,"['1']",NA,"","","",0,1,NA,1,"['3']",12.98388,"",NA,""
132,"2018-06-10",NA,"['3']",NA,"","","",0,1,NA,1,"['2']",5.963694,"",NA,""
