pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,correctKey,trialCorrect,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,7,0.0508631586563,0.670791519689,[ 0.76720351 -0.0390625 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,7,0.0495343386428,0.641933685401,[-0.23279649  0.05989583],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,7,0.054573105881,0.687515615369,[ 0.23718887 -0.1640625 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,8,0.0513710557716,0.622506821528,[ 0.81112738 -0.0390625 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,8,0.0618182310136,0.595507448073,[-0.72913616 -0.18489583],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,8,0.053935157368,0.653977988055,[ 0.20644217 -0.04427083],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.050749927992,0.543989520404,[-0.29868228 -0.30208333],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0517419275129,0.589028271148,[ 0.69253294 -0.0546875 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,8,0.0556381309871,0.805113926181,[ 0.78770132 -0.0859375 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,8,0.0576783353463,0.736536723445,[-0.19912152 -0.09895833],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0603581290925,0.493151387433,[ 0.27672035 -0.109375  ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,9,0.0584274631692,0.648285272531,[ 0.79062958 -0.05989583],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.060206744587,0.451834481326,[-0.74963397  0.01041667],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0575515660457,0.585882836487,[ 0.26207906 -0.06770833],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0552373105893,0.519790966297,[-0.18740849 -0.17708333],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0555843873881,0.614262722433,[ 0.7510981  -0.13802083],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0569562843302,0.703259198694,[ 0.76866764 -0.23177083],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.0525743374601,0.708120324882,[-0.22986823 -0.1328125 ],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0558198746294,0.723581241677,[ 0.3045388  -0.24739583],,,,,,,,,,,,2018_Jun_30_1720,59.9629767473,sequenceLearningTask,001,122,
