randomPaw,allowableKey,correctKey,blank,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,date,frameRate,expName,session,participant,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,5,1,21,0,,,,,,,,,1,['1'],0,[0.3361530303955078],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,5,2,22,2,,,,,,,,,1,['3'],0,[0.26914095878601074],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,5,3,23,3,,,,,,,,,1,['4'],0,[0.2869069576263428],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,6,0,24,2,,,,,,,,,1,['3'],0,[0.40408897399902344],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,6,1,25,1,,,,,,,,,1,['2'],0,[0.2532041072845459],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,6,2,26,3,,,,,,,,,1,['4'],0,[0.36818790435791016],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,6,3,27,0,,,,,,,,,1,['1'],0,[0.36954617500305176],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,7,0,28,3,,,,,,,,,1,['4'],0,[0.5034101009368896],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,7,1,29,0,,,,,,,,,1,['1'],0,[0.40220117568969727],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,7,2,30,1,,,,,,,,,1,['2'],0,[0.3700439929962158],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,7,3,31,2,,,,,,,,,1,['3'],0,[0.2526059150695801],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,8,0,32,3,,,,,,,,,1,['4'],0,[0.23512506484985352],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,8,1,33,0,,,,,,,,,1,['1'],0,[0.36103105545043945],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,8,2,34,1,,,,,,,,,1,['2'],0,[0.3364441394805908],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,8,3,35,2,,,,,,,,,1,['3'],0,[0.25969481468200684],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,9,0,36,0,,,,,,,,,1,['1'],0,[0.35048723220825195],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,9,1,37,1,,,,,,,,,1,['2'],0,[0.33679890632629395],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,9,2,38,3,,,,,,,,,1,['4'],0,[0.38588690757751465],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,9,3,39,2,,,,,,,,,1,['3'],0,[0.3364529609680176],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,10,0,40,3,,,,,,,,,1,['4'],0,[0.35246896743774414],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,10,1,41,1,,,,,,,,,1,['2'],0,[0.23478984832763672],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,10,2,42,2,,,,,,,,,1,['3'],0,[0.21912693977355957],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,10,3,43,0,,,,,,,,,1,['1'],0,[0.25127601623535156],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,11,0,44,1,,,,,,,,,1,['2'],0,[0.4009079933166504],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,11,1,45,0,,,,,,,,,1,['1'],0,[0.38631200790405273],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,11,2,46,3,,,,,,,,,1,['4'],0,[0.35253214836120605],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,11,3,47,2,,,,,,,,,1,['3'],0,[0.3861579895019531],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,12,0,48,2,,,,,,,,,0,"['4', '3']",0,"[0.3541259765625, 0.6877179145812988]",2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,12,1,49,3,,,,,,,,,1,['4'],0,[0.3700110912322998],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,12,2,50,0,,,,,,,,,1,['1'],0,[0.3701190948486328],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,12,3,51,1,,,,,,,,,1,['2'],0,[0.30252885818481445],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,13,0,52,3,,,,,,,,,0,"['3', '4']",0,"[0.3531918525695801, 0.8034558296203613]",2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,13,1,53,2,,,,,,,,,1,['3'],0,[0.43697595596313477],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,13,2,54,1,,,,,,,,,1,['2'],0,[0.269212007522583],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,13,3,55,0,,,,,,,,,1,['1'],0,[0.3025350570678711],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,14,0,56,2,,,,,,,,,1,['3'],0,[0.3350529670715332],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,14,1,57,0,,,,,,,,,1,['1'],0,[0.3535799980163574],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,14,2,58,1,,,,,,,,,1,['2'],0,[0.2710249423980713],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,14,3,59,3,,,,,,,,,1,['4'],0,[0.2521522045135498],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,15,0,60,0,,,,,,,,,1,['1'],0,[0.350754976272583],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,15,1,61,2,,,,,,,,,1,['3'],0,[0.24853205680847168],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,15,2,62,3,,,,,,,,,1,['4'],0,[0.40065908432006836],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,15,3,63,1,,,,,,,,,1,['2'],0,[0.31291985511779785],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,16,0,64,0,,,,,,,,,1,['1'],0,[0.3682239055633545],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,16,1,65,3,,,,,,,,,1,['4'],0,[0.3032529354095459],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,16,2,66,2,,,,,,,,,1,['3'],0,[0.3198578357696533],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,16,3,67,1,,,,,,,,,1,['2'],0,[0.43683910369873047],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,17,0,68,3,,,,,,,,,1,['4'],0,[0.35390496253967285],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,17,1,69,2,,,,,,,,,1,['3'],0,[0.41994595527648926],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,17,2,70,0,,,,,,,,,1,['1'],0,[0.4355580806732178],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,17,3,71,1,,,,,,,,,1,['2'],0,[0.502659797668457],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,18,0,72,2,,,,,,,,,1,['3'],0,[0.20233392715454102],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,18,1,73,3,,,,,,,,,1,['4'],0,[0.23569393157958984],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,18,2,74,1,,,,,,,,,1,['2'],0,[0.2530369758605957],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,18,3,75,0,,,,,,,,,1,['1'],0,[0.434279203414917],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,19,0,76,3,,,,,,,,,1,['4'],0,[0.4206571578979492],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,19,1,77,0,,,,,,,,,0,"['2', '1']",0,"[0.3195488452911377, 0.6393518447875977]",2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,19,2,78,1,,,,,,,,,1,['2'],0,[0.38618016242980957],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,19,3,79,2,,,,,,,,,1,['3'],0,[0.3192610740661621],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,20,0,80,1,,,,,,,,,1,['2'],0,[0.4353208541870117],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,20,1,81,2,,,,,,,,,0,"['4', '3']",0,"[0.28561997413635254, 0.7506728172302246]",2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,20,2,82,0,,,,,,,,,1,['1'],0,[0.38097310066223145],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,20,3,83,3,,,,,,,,,1,['4'],0,[0.3024909496307373],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,21,0,84,2,,,,,,,,,1,['3'],0,[0.4020650386810303],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,21,1,85,3,,,,,,,,,1,['4'],0,[0.4365708827972412],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,21,2,86,1,,,,,,,,,1,['2'],0,[0.386519193649292],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,21,3,87,0,,,,,,,,,1,['1'],0,[0.3363490104675293],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,22,0,88,2,,,,,,,,,1,['3'],0,[0.30296802520751953],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,22,1,89,1,,,,,,,,,1,['2'],0,[0.2853820323944092],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,22,2,90,0,,,,,,,,,1,['1'],0,[0.30313992500305176],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,22,3,91,3,,,,,,,,,1,['4'],0,[0.31985998153686523],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,23,0,92,0,,,,,,,,,1,['1'],0,[0.38591790199279785],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,23,1,93,3,,,,,,,,,1,['4'],0,[0.41930103302001953],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,23,2,94,1,,,,,,,,,1,['2'],0,[0.26822710037231445],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,23,3,95,2,,,,,,,,,1,['3'],0,[0.2861490249633789],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,24,0,96,0,,,,,,,,,1,['1'],0,[0.33607006072998047],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,24,1,97,1,,,,,,,,,1,['2'],0,[0.370499849319458],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,24,2,98,2,,,,,,,,,1,['3'],0,[0.23673295974731445],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,24,3,99,3,,,,,,,,,1,['4'],0,[0.26930999755859375],2018_Feb_20_1414,60.1380465298,sequenceLearningTask,001,999,
