pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0522699914873,1,['num_7'],0,[1.1486778655089438],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0626371796243,0,"['num_4', 'num_1']",0,"[0.5481883473694324, 1.365320094395429]",,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0691865179688,1,['num_4'],0,[0.7588629815727472],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0761896008626,1,['num_0'],0,[1.4505739081650972],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0469735767692,1,['num_0'],0,[0.8633016315288842],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0494786049239,0,"['num_7', 'num_4']",0,"[1.0784788336604834, 1.4781390591524541]",,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0476369620301,1,['num_1'],0,[0.8967051459476352],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.050267118495,1,['num_0'],0,[0.9449398522265255],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0491114249453,1,['num_7'],0,[1.6595554128289223],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0519766579382,1,['num_1'],0,[1.9264393243938684],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0438515231945,0,"['num_7', 'num_4']",0,"[1.3838271871209145, 2.3509684931486845]",,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0524045554921,1,['num_0'],0,[0.8427838711068034],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0563405589201,1,['num_0'],0,[0.755080824252218],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.046739730984,1,['num_4'],0,[1.1810577898286283],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0434917281382,1,['num_1'],0,[1.0171934496611357],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0453321398236,1,['num_0'],0,[0.4835560889914632],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_7'],3,0.0485645527951,1,['num_7'],0,[1.0610474348068237],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_1'],3,0.0458892686293,1,['num_1'],0,[1.0986384400166571],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_4'],3,0.046839423012,1,['num_4'],0,[0.7989237322472036],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0480997320265,1,['num_0'],0,[0.5788492951542139],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0439175744541,1,['num_0'],0,[0.717914845328778],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_4'],3,0.0453678322956,0,"['num_7', 'num_4']",0,"[1.1329843141138554, 1.5494445534422994]",,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_1'],3,0.0430818819441,1,['num_1'],0,[0.8691116874106228],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_0'],3,0.0244755074382,1,['num_0'],0,[0.4385841549374163],,,,,,,,,2018_Mar_31_1720,60.0465098782,sequenceLearningTask,001,006,
