pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,['num_7'],1,0.116356512881,0,"['num_0', 'num_7']",0,"[0.0004722051089629531, 0.6805042050546035]",,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0693919999758,1,['num_1'],0,[0.624731897492893],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0662724102149,1,['num_4'],0,[0.6291208205511793],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0695450257044,1,['num_0'],0,[0.5746736410073936],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0541870768648,1,['num_0'],0,[0.6077148717595264],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0588389743352,1,['num_4'],0,[0.7688935385085642],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0550564102596,1,['num_1'],0,[0.6223597947973758],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0503655384528,0,"['num_1', 'num_0']",0,"[0.49488451273646206, 1.6612213333137333]",,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,['num_7'],2,0.0619786666939,1,['num_7'],0,[0.44677087175659835],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.0593161025317,1,['num_1'],0,[0.5522281025769189],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,['num_4'],2,0.058620307711,1,['num_4'],0,[0.5518785641761497],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.0577595897485,1,['num_0'],0,[0.452864000108093],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.046835282119,1,['num_0'],0,[0.5297452308004722],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,['num_4'],2,0.0583003076026,1,['num_4'],0,[0.6859565128106624],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.0556090256432,1,['num_1'],0,[0.4052836924092844],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.0601177435601,1,['num_0'],0,[0.616633846075274],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,2,2,2,,,,,,,,,['num_7'],3,0.0532402051613,1,['num_7'],0,[0.5390674871159717],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,['num_1'],3,0.0583532307064,1,['num_1'],0,[0.8020968205528334],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,['num_4'],3,0.0530523076886,1,['num_4'],0,[0.7752668717876077],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0584763077786,1,['num_0'],0,[0.5865497435443103],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0544791794382,1,['num_0'],0,[0.47372553846798837],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,['num_4'],3,0.0510810256237,1,['num_4'],0,[0.995263589778915],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,['num_1'],3,0.0540471795248,1,['num_1'],0,[1.190953025710769],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0617493333993,1,['num_0'],0,[0.4828352819895372],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,3,3,3,,,,,,,,,['num_7'],4,0.0506112821167,1,['num_7'],0,[0.5754276923835278],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,3,3,3,,,,,,,,,['num_1'],4,0.0514026667224,1,['num_1'],0,[1.0607003077166155],,2018_Jun_03_1700,60.049369822,sequenceLearningTask,001,118,
