pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.75, -0.04)",images/min1.png,1,0.0891478608537,0.484196724428,[ 0.6640625 -0.1      ],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.101855137691,0.467164936548,[-0.78125    -0.04166667],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0861357595422,0.450543815168,[ 0.278125    0.06111111],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0797291980562,0.478161034611,[-0.2765625  -0.01944444],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0560077718983,0.515255583479,[ 0.7921875  -0.08333333],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0575679763715,0.484597544782,[ 0.8109375  -0.11666667],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.0639696147846,0.528333731956,[-0.225      -0.17777778],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.063655768754,0.456356735856,[ 0.2578125  0.025    ],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(-0.75, -0.04)",images/min1.png,2,0.0591027449846,0.492356310831,[ 0.7546875  -0.15277778],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(0.25, -0.04)",images/min3.png,2,0.0609390519239,0.447356534409,[-0.7828125  -0.06111111],,,2018_Jun_23_1622,59.683865406,sequenceLearningTask,001,146,
