pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0314391409047,1,['num_7'],0,[0.5786634930409491],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0358908276539,1,['num_1'],0,[0.8248834975529462],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0346932907123,1,['num_4'],0,[0.6427413627970964],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0342124707531,1,['num_0'],0,[0.4764950033277273],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0237529964652,1,['num_0'],0,[0.5371275439392775],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0236717658117,1,['num_4'],0,[0.6703712774906307],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0231388434768,0,"['num_4', 'num_1']",0,"[1.5042016359511763, 2.304063215618953]",,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.023293099599,1,['num_0'],0,[0.6541505795903504],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0241468420718,1,['num_7'],0,[0.5862876884639263],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0249008925166,1,['num_1'],0,[0.8194086323492229],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0236639708746,1,['num_4'],0,[0.7704708464443684],,,,,,,,,2018_May_12_1238,60.028739939,sequenceLearningTask,001,097,
