pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0564942895435,0,"['num_7', 'num_7']",0,"[0.0002986663021147251, 0.3390100442338735]",,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0584881331306,0,"['num_4', 'num_1']",0,"[0.40255335066467524, 1.469272447982803]",,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0524233200122,1,['num_4'],0,[1.1425893630366772],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0552384960465,1,['num_0'],0,[0.690349099226296],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0705648362637,0,"['num_7', 'num_1', 'num_0']",0,"[0.3737271297723055, 0.7564503510948271, 1.1393233155831695]",,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0570046477951,1,['num_4'],0,[1.2873485693708062],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0529574733227,1,['num_1'],0,[0.9239057349041104],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0458087639417,1,['num_0'],0,[0.6657776420470327],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0526300889906,1,['num_7'],0,[1.0378141074907035],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0515256801154,1,['num_1'],0,[1.3270178539678454],,,,,,,,,2018_May_12_1415,59.8564183962,sequenceLearningTask,001,096,
