pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,anticipatoryResponse,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(-0.75, -0.04)",images/min1.png,8,0.0563778229989,0.698844431317,[ 0.659375   -0.18055556],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(0.25, -0.04)",images/min3.png,8,0.0531811064575,0.53833126626,[-0.6578125  -0.10833333],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(-0.25, -0.04)",images/min2.png,8,0.0521074658027,0.522723067552,[ 0.28125    -0.27222222],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0537698240951,0.605663751485,[-0.1953125  -0.33055556],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0723975087749,0.738814876415,[ 0.7375     -0.08055556],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(-0.25, -0.04)",images/min2.png,8,0.0526096194517,0.635036867694,[ 0.740625   -0.34166667],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(0.25, -0.04)",images/min3.png,8,0.0626674614614,0.629752357025,[-0.2453125  -0.06944444],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,7,7,7,,,,,,,,,"(0.75, -0.04)",images/min4.png,8,0.0522629529005,0.605737597565,[ 0.1875     -0.06388889],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(-0.75, -0.04)",images/min1.png,9,0.0541903367266,0.687154589919,[ 0.7        -0.09444444],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.0577862326754,0.636071533896,[-0.759375   -0.01111111],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0667171007954,0.62746887072,[ 0.2171875  -0.09722222],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0696106380783,0.724903497496,[-0.2921875  -0.01388889],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0939433460589,0.664549060748,[ 0.7328125  -0.15833333],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,0.0588188477559,0.75221425551,[ 0.7140625  -0.19722222],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,0.0478830572683,0.513826661045,[-0.259375   -0.08055556],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,0.0592836679425,0.484613544773,[ 0.2734375  -0.19444444],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,"(-0.75, -0.04)",images/min1.png,10,0.0628414100502,0.71214616939,[ 0.7140625  -0.26944444],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,"(0.25, -0.04)",images/min3.png,10,0.0588295143098,0.717344526201,[-0.696875   -0.06111111],,,,2018_Jun_30_1839,59.8616613233,sequenceLearningTask,001,121,
