pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,anticipatoryResponse,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,"(-0.75, -0.04)",images/min1.png,1,0.0354555896483,9.72444430785,[-0.54758419 -0.02864583],,,,2018_Jun_15_1633,60.030292201,sequenceLearningTask,001,098,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,"(0.25, -0.04)",images/min3.png,1,0.049478153931,4.00193107687,[-0.54465593 -0.02604167],4.00193107687,1,,2018_Jun_15_1633,60.030292201,sequenceLearningTask,001,098,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,"(-0.25, -0.04)",images/min2.png,1,0.0808717948385,0.0,[ 0.19765739  0.11979167],0.0,1,1,2018_Jun_15_1633,60.030292201,sequenceLearningTask,001,098,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,"(0.75, -0.04)",images/min4.png,1,0.078641230939,0.0,[-0.16544656  0.08333333],0.0,1,1,2018_Jun_15_1633,60.030292201,sequenceLearningTask,001,098,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,"(0.75, -0.04)",images/min4.png,1,0.0567913847044,0.0,[ 0.73060029  0.10416667],,,1,2018_Jun_15_1633,60.030292201,sequenceLearningTask,001,098,
