pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctLocation,correctImage,repetitionNumber,responseTimeIncorrect,trialIncorrect,stimulusPresent.t,responseTimeCorrect,pressLoc,anticipatoryResponse,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,correctKey,trialCorrect,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,9,,,0.0601981538348,0.541832205141,[ 0.746875   -0.18055556],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,,,0.0577870768029,0.43517661537,[-0.696875    0.03333333],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,,,0.0653846154455,0.646517743589,[ 0.2484375  -0.01666667],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,,,0.0589394872077,0.618981743464,[-0.2078125   0.10277778],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,,,0.060318358941,0.625759999966,[ 0.7109375   0.07777778],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,9,,,0.0558670768514,0.572754871799,[ 0.6453125   0.01944444],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,9,,,0.0529087178875,0.438758974429,[-0.16875     0.03888889],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,9,,,0.0527396923862,0.791683282237,[ 0.2890625   0.00555556],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,10,,,0.0660344613716,0.977923281956,[ 0.79375    -0.05833333],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,10,,,0.0518219487276,0.437578256475,[-0.7375     -0.01388889],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,10,,,0.0530797948595,0.553403487196,[ 0.2328125   0.00555556],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,10,,,0.0555446152575,0.552517333301,[-0.1859375   0.04444444],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,10,,,0.0598789742216,0.543444102397,[ 0.78125    -0.05833333],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,10,,,0.0630670769606,0.563432205003,[ 0.7640625   0.00277778],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,10,,,0.0593009230215,0.484397538472,[-0.2046875  -0.05277778],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,10,,,0.05849641026,0.568747487152,[ 0.33125    -0.01111111],,,,,,,,,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,0,0,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,1,,,0.0319844102487,0.724069333402,[ 0.4265625  -0.11944444],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,0,0,3,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,1,,,0.0596640000585,0.514343384653,[-0.278125   -0.06944444],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,0,0,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,1,,,0.0576131283306,0.582218666794,[ 0.7265625  -0.01666667],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,0,0,3,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,1,,,0.0535548718181,0.581655384507,[-0.1765625  -0.01666667],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,1,1,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,2,,,0.0632525128312,0.490930871805,[-0.65       -0.10833333],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,1,1,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,2,,,0.0611876922194,0.580946871778,[-0.1734375  -0.13611111],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,1,1,0,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,2,,,0.0626363079064,0.693692307686,[-0.23125    -0.13611111],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,1,1,0,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,2,,,0.0645419487264,0.574076307705,[-0.7171875   0.00833333],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,2,2,2,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,3,,,0.0607208206784,0.48868841026,[-0.7203125   0.02777778],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,2,2,2,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,3,,,0.0634912820533,0.893237743527,[-0.2390625 -0.05     ],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,2,2,2,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,3,,,0.0631093331613,1.15177107695,[ 0.70625     0.07777778],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,2,2,2,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,3,,,0.0565440000501,0.622012307867,[-0.871875   -0.01666667],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,3,3,1,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,4,,,0.0659835897386,0.589244717965,[-0.7765625  -0.09722222],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,3,3,1,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,4,,,0.0574756923597,0.596569435904,[-0.6625 -0.05  ],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,3,3,1,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,4,,,0.0603269743733,0.994625641033,[-0.2640625   0.13055556],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,0,3,3,1,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,4,,,0.0621579487342,0.748615384568,[-0.7265625  -0.00833333],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,0,4,3,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,5,,,0.0565645128954,0.675970051438,[-0.7453125  -0.00555556],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,0,4,3,,,,,,,,,,,,,"(0.25, 0.04)",images/min3.png,5,,,0.0519171282649,0.557530256454,[ 0.815625   -0.03888889],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,0,4,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,5,,,0.063707487192,0.547171282116,[ 0.365625    0.04166667],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,0,4,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,5,,,0.0637202051003,0.746290461393,[-0.2328125  -0.01944444],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,1,5,1,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,6,,,0.0632020514458,1.04492102563,[-0.225       0.08055556],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,1,5,1,,,,,,,,,,,,,"(0.25, 0.04)",images/min3.png,6,,,0.0627253334969,0.586459076963,[ 0.7046875   0.03333333],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,1,5,1,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,6,,,0.0657033845782,0.538391384529,[ 0.1859375   0.01944444],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,1,5,1,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,6,,,0.0658547694329,0.630774153862,[ 0.7234375  -0.05555556],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,2,6,2,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,7,,,0.0635536410846,0.978137435857,[ 0.6578125   0.00833333],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,2,6,2,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,7,,,0.0595487179235,0.752896000165,[-0.6640625  -0.05277778],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,2,6,2,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,7,,,0.0631794871297,0.765275897458,[-0.6453125   0.00277778],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,2,6,2,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,7,,,0.0554633846041,0.538546461612,[-0.7421875  -0.04166667],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,3,7,0,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,8,,,0.0614231794607,0.796949743526,[-0.1671875   0.01944444],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,3,7,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,8,,,0.0635515896138,0.626709333155,[-0.7515625  -0.04722222],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,3,7,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,8,,,0.0610141537618,0.578945230693,[-0.1890625   0.09722222],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,1,3,7,0,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,8,,,0.0614190769847,1.03655302571,[-0.20625     0.03333333],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,0,8,2,,,,,,,,,,,,,"(0.25, 0.04)",images/min3.png,9,,,0.057780923089,0.683939692331,[ 0.7453125  -0.01944444],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,0,8,2,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,9,,,0.0663905639667,0.573821948841,[ 0.3015625   0.01944444],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,0,8,2,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,9,,,0.0602461537346,0.668763897382,[ 0.671875    0.01944444],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_1'],num_1,[3],'num_1',images/min3.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,0,8,2,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,9,,,0.0639913845807,0.577053128276,[-0.2796875   0.02222222],,,,,,,['num_1'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,1,9,1,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,10,,,0.0606810257304,0.698412718019,[-0.2234375   0.00833333],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,1,9,1,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,10,,,0.0559536409564,0.74043897423,[ 0.7015625  -0.01944444],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,1,9,1,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,10,,,0.0690678975079,0.538653948577,[-0.6703125  -0.03055556],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_4'],num_4,[2],'num_4',images/min2.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,1,9,1,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,10,,,0.065550358966,0.660190358991,[ 0.6046875   0.00833333],,,,,,,['num_4'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,2,10,3,,,,,,,,,,,,,"(-0.75, 0.04)",images/min1.png,11,,,0.0688865641132,0.702090256382,[-0.6265625   0.05833333],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,2,10,3,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,11,,,0.0631725129206,0.555442871992,[-0.678125    0.01388889],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,2,10,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,11,,,0.0637345642317,0.494619076839,[ 0.7265625   0.04166667],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_0'],num_0,[4],'num_0',images/min4.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,2,10,3,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,11,,,0.0601091282442,0.514242461417,[-0.2078125   0.02222222],,,,,,,['num_0'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,3,11,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,12,,,0.0520676923916,0.606348307803,[-0.2125      0.04722222],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,3,11,0,,,,,,,,,,,,,"(-0.25, 0.04)",images/min2.png,12,,,0.0590465639252,0.498077948811,[-0.15        0.00555556],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
min1.png,min2.png,min3.png,min4.png,images/allBlank.png,"['num_7', 'num_4', 'num_1', 'num_0']",['num_7'],num_7,[1],'num_7',images/min1.png,"[(0.45, 0.79)]",,,,,0,-1,-1,0,2,3,11,0,,,,,,,,,,,,,"(0.75, 0.04)",images/min4.png,12,,,0.0568902562372,0.837365743471,[-0.1546875  -0.04722222],,,,,,,['num_7'],,,,2018_Jun_16_1603,59.6397392392,sequenceLearningTask,001,127,
