pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,correctKey,trialCorrect,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,1,0.0768971992657,0.835572580225,[ 0.72181552 -0.1328125 ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.0713640733156,0.666397265042,[-0.81991215 -0.14322917],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0629008973483,0.725101651158,[ 0.25622255 -0.05208333],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0637173071736,0.573683456983,[-0.16544656 -0.1328125 ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.052008594037,0.63497779076,[ 0.75549048 -0.11979167],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0628967947559,0.523413118557,[ 0.70424597 -0.12239583],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.0462744425749,0.624550718116,[-0.27232796 -0.25520833],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0540475676535,0.683976745117,[ 0.18155198 -0.04947917],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,2,0.0387745482149,0.563672794378,[ 0.76720351 -0.203125  ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,2,0.0506506458623,0.536805523443,[-0.74377745 -0.11979167],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,2,0.0577488994459,0.478181957616,[ 0.21961933 -0.0859375 ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,2,0.0558227463625,0.564970434876,[-0.36749634  0.0078125 ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,2,0.0520348504651,0.652557680965,[ 0.69985359 -0.18489583],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,2,0.0556746438378,0.48106646922,[ 0.72035139 -0.125     ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,2,0.0466243911069,0.758071483811,[-0.30307467 -0.0390625 ],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,2,0.0510170047637,0.753726049676,[ 0.1727672   0.00260417],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,"(-0.75, -0.04)",images/min1.png,3,0.0507060304517,0.836768477224,[ 0.73060029 -0.20052083],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,"(0.25, -0.04)",images/min3.png,3,0.0637550507672,0.656865781872,[-0.84626647 -0.21354167],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,"(-0.25, -0.04)",images/min2.png,3,0.0580988478614,0.696507201414,[ 0.20644217  0.01041667],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,"(0.75, -0.04)",images/min4.png,3,0.0572935149539,0.562989307451,[-0.37774524 -0.21354167],,,,,,,,,,,,2018_Jul_07_1218,59.8765131963,sequenceLearningTask,001,128,
