pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,['num_7'],1,0.083436615183,1,['num_7'],0,[0.6665472821332514],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0847609213088,1,['num_1'],0,[0.6114080679835752],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0785668777535,1,['num_4'],0,[0.5819549760781229],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0812876948621,1,['num_0'],0,[0.5461363533977419],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0585968510713,1,['num_0'],0,[0.535144777270034],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0614124372369,1,['num_4'],0,[0.6495680209482089],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0678854548605,1,['num_1'],0,[0.5107123971683905],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0532700882759,1,['num_0'],0,[0.42543619428761303],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,['num_7'],2,0.0551219835179,1,['num_7'],0,[0.4869975544279441],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.0558665978024,1,['num_1'],0,[0.4733446481404826],,2018_May_06_1139,59.8878899923,sequenceLearningTask,001,091,
