pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,['num_7'],1,0.110723282094,1,['num_7'],0,[0.49074010259937495],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0791794871911,0,"['num_4', 'num_1']",0,"[0.3485530256293714, 1.4810810256749392]",,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0812800000422,1,['num_4'],0,[0.9795220512896776],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0792726153741,1,['num_0'],0,[0.9315885128453374],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0483807179844,1,['num_0'],0,[0.6964644101681188],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0542855384992,0,"['num_1', 'num_4']",0,"[0.8236717948457226, 2.2568824614863843]",,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0545686153928,1,['num_1'],0,[0.772284307749942],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0515052308328,1,['num_0'],0,[0.6600061537465081],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,['num_7'],2,0.0536036922131,1,['num_7'],0,[0.5059011281700805],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.061115897377,1,['num_1'],0,[1.217028512735851],,2018_Jun_03_1253,60.0433050852,sequenceLearningTask,001,109,
