randomPaw,allowableKey,correctKey,blank,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,date,frameRate,expName,session,participant,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,0,0,0,2,,,,,,,,,0,"['4', '3']",0,"[0.6596841812133789, 1.060366153717041]",,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,0,1,1,0,,,,,,,,,1,['1'],0,[0.504533052444458],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,0,2,2,3,,,,,,,,,1,['4'],0,[0.23595595359802246],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,0,3,3,1,,,,,,,,,1,['2'],0,[0.25244903564453125],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,1,0,4,3,,,,,,,,,1,['4'],0,[0.335968017578125],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,1,1,5,1,,,,,,,,,1,['2'],0,[0.3520939350128174],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,1,2,6,2,,,,,,,,,1,['3'],0,[0.20285701751708984],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,1,3,7,0,,,,,,,,,1,['1'],0,[0.33624911308288574],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,2,0,8,0,,,,,,,,,0,"['2', '1']",0,"[0.35310912132263184, 0.7032740116119385]",,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,2,1,9,2,,,,,,,,,0,"['4', '3']",0,"[0.26877903938293457, 0.6527101993560791]",,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,2,2,10,3,,,,,,,,,1,['4'],0,[0.25258302688598633],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,2,3,11,1,,,,,,,,,1,['2'],0,[0.25267696380615234],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,3,0,12,3,,,,,,,,,1,['4'],0,[0.33565497398376465],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,3,1,13,2,,,,,,,,,1,['3'],0,[0.6203792095184326],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,3,2,14,0,,,,,,,,,1,['1'],0,[0.4189901351928711],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,3,3,15,1,,,,,,,,,1,['2'],0,[0.23555612564086914],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,4,0,16,0,,,,,,,,,1,['1'],0,[0.4194509983062744],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,4,1,17,1,,,,,,,,,1,['2'],0,[0.4369778633117676],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,4,2,18,2,,,,,,,,,1,['3'],0,[0.2868177890777588],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,4,3,19,3,,,,,,,,,1,['4'],0,[0.25107789039611816],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,5,0,20,0,,,,,,,,,0,"['2', '1']",0,"[0.25311899185180664, 0.5357930660247803]",,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min4.png,"['2', '1', '3', '4']",['4'],allBlank.png,,,,,5,1,21,3,,,,,,,,,1,['4'],0,[0.35219597816467285],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,5,2,22,2,,,,,,,,,1,['3'],0,[0.35201501846313477],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min2.png,"['2', '1', '3', '4']",['2'],allBlank.png,,,,,5,3,23,1,,,,,,,,,1,['2'],0,[0.4178199768066406],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min1.png,"['2', '1', '3', '4']",['1'],allBlank.png,,,,,6,0,24,0,,,,,,,,,1,['1'],0,[0.28484106063842773],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
min3.png,"['2', '1', '3', '4']",['3'],allBlank.png,,,,,6,1,25,2,,,,,,,,,1,['3'],0,[0.3678159713745117],,,,,,,,,,,,,2018_Feb_20_1408,59.9930199161,sequenceLearningTask,001,999,
