pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0641394872218,1,['num_7'],0,[0.5639913845807314],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0583269743947,0,"['num_4', 'num_1']",0,"[0.9359216410666704, 1.9696799999801442]",,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0494642050471,1,['num_4'],0,[1.412221948732622],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.056948512909,1,['num_0'],0,[0.9209911795333028],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0533924102783,1,['num_0'],0,[1.0748607179848477],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0545784614515,1,['num_4'],0,[1.4726231794338673],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0642080000835,0,"['num_4', 'num_1']",0,"[1.196430358919315, 2.146311794873327]",,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0570605128305,1,['num_0'],0,[0.9875142563832924],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0563577435678,1,['num_7'],0,[1.1203048204770312],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0573743589921,1,['num_1'],0,[2.2207048205891624],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0609878973337,1,['num_4'],0,[1.334017230779864],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0572627692018,1,['num_0'],0,[1.1705940512474626],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0625210255384,1,['num_0'],0,[1.1824664615560323],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_4'],2,0.0549940512283,0,"['num_7', 'num_4']",0,"[1.3565956922248006, 1.9894523076945916]",,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0555384615436,1,['num_1'],0,[2.0052430768264458],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_0'],2,0.0540521026123,1,['num_0'],0,[1.257721025729552],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_7'],3,0.05661620514,1,['num_7'],0,[1.2859565127873793],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_1'],3,0.0503068717662,1,['num_1'],0,[3.877986051258631],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,,,,,,,,,['num_4'],3,0.0520717948675,1,['num_4'],0,[2.526601435849443],,,,,,,,,2018_Jun_02_1340,59.9701809653,sequenceLearningTask,001,094,
