pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_7'],1,0.0542658683844,0,"['num_0', 'num_7', 'num_4', 'num_1', 'num_0', 'num_7']",0,"[0.0003487181384116411, 1.1053707099054009]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_1'],1,0.0568271002267,1,['num_1'],0,[1.4374336153268814],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_4'],1,0.0603479221463,0,"['num_1', 'num_4']",0,"[0.000285538611933589, 0.534383398713544]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_0'],1,0.0499097642023,1,['num_0'],0,[0.8120405382942408],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_0'],1,0.0568069976289,1,['num_0'],0,[2.187916384777054],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_4'],1,0.0500504821539,1,['num_4'],0,[1.0779910064302385],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_1'],1,0.0563187922817,1,['num_1'],0,[1.1884603849612176],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,0,0,0,['num_0'],1,0.0525099702645,1,['num_0'],0,[0.7759958056267351],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_7'],2,0.0504258668516,1,['num_7'],0,[1.1742667381186038],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_1'],2,0.0498453537002,0,"['num_4', 'num_1']",0,"[0.2942286334000528, 1.078377468045801]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_4'],2,0.0534129450098,0,"['num_0', 'num_4']",0,"[0.2743426766246557, 0.824918492231518]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_0'],2,0.0535922271665,1,['num_0'],0,[0.9743979382328689],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_0'],2,0.0529017653316,1,['num_0'],0,[0.9585891112219542],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_4'],2,0.056016023038,1,['num_4'],0,[1.1552993457298726],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_1'],2,0.055590176722,0,"['num_0', 'num_1']",0,"[0.6545364737976342, 1.3882844671607018]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,1,1,1,['num_0'],2,0.0578995109536,1,['num_0'],0,[1.1031729653477669],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_7'],3,0.0543852532282,0,"['num_4', 'num_0', 'num_1', 'num_0', 'num_7']",0,"[0.7042476735077798, 1.8371076255571097, 2.4187968897167593, 2.8710772804915905, 3.4204924802761525]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_1'],3,0.051502790302,0,"['num_4', 'num_1']",0,"[0.5423875043634325, 1.2594429780729115]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_4'],3,0.0598978707567,0,"['num_7', 'num_1', 'num_7', 'num_4']",0,"[0.4502475692424923, 1.5500855590216815, 2.6841795628424734, 3.249904512660578]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_0'],3,0.0566675104201,1,['num_0'],0,[1.8376421895809472],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_0'],3,0.0531126370188,1,['num_0'],0,[1.041750170988962],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_4'],3,0.0503269950859,0,"['num_0', 'num_1', 'num_4']",0,"[1.0608139736577868, 1.678280483232811, 2.1448218028526753]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_1'],3,0.0541218684521,0,"['num_0', 'num_1']",0,"[1.0075191827490926, 1.55732904933393]",2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,0,2,2,2,['num_0'],3,0.0570285362191,1,['num_0'],0,[0.8041943812277168],2018_Apr_21_1424,59.8839663816,sequenceLearningTask,001,080,
