pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,trials_recogtest.thisRepN,trials_recogtest.thisTrialN,trials_recogtest.thisN,trials_recogtest.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,questionsResponses,AnswerFinished.keys,AnswerFinished.rt,RecordAnswer.keys,RecordAnswer.rt,recallResponse,recallResponseTime,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_7'],1,0.0694784785155,1,['num_7'],0,[0.4895038076210767],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0837557942141,1,['num_1'],0,[0.5764530343003571],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0780741602648,1,['num_4'],0,[0.6992020113393664],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0725439107046,1,['num_0'],0,[0.2990322473924607],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0528737809509,1,['num_0'],0,[0.6587639071512967],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_4'],1,0.0636860756204,1,['num_4'],0,[0.9940861610230058],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_1'],1,0.0530436269473,1,['num_1'],0,[0.841549733420834],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,,,,,,,,,['num_0'],1,0.0582854666281,1,['num_0'],0,[0.4861171452794224],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_7'],2,0.0657377652824,1,['num_7'],0,[0.4742746981792152],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,,,,,,,,,['num_1'],2,0.0363913399633,1,['num_1'],0,[0.7748921744059771],,,,,,,,,2018_May_20_1504,60.1857050727,sequenceLearningTask,001,069,
