pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,anticipatoryResponse,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.75, -0.04)",images/min1.png,1,0.119815745711,1.32105504777,[ 0.728125   -0.08611111],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.0871917590848,1.14367214619,[-0.7203125   0.01944444],0.532310755982,1,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0747421231936,0.702269250352,[ 0.2265625  0.05     ],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0975105240941,0.690192947601,[-0.175  0.   ],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0589447963284,0.930218695285,[ 0.7765625  -0.00277778],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0603384368005,1.19458248426,[ 0.703125    0.08333333],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.0527843885939,0.991741952108,[-0.3359375  -0.06666667],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0576840788999,0.974304420786,[ 0.2453125  0.05     ],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(-0.75, -0.04)",images/min1.png,2,0.0622531026602,0.855792059156,[ 0.7234375  -0.06666667],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(0.25, -0.04)",images/min3.png,2,0.0641780249716,0.763710045634,[-0.6203125   0.19444444],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(-0.25, -0.04)",images/min2.png,2,0.0564282845589,0.721849960246,[ 0.315625    0.00833333],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(0.75, -0.04)",images/min4.png,2,0.0534510549915,0.956823402317,[-0.265625   -0.04722222],,,,2018_Jun_25_1202,59.7114986563,sequenceLearningTask,001,116,
