pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctLocation,correctImage,repetitionNumber,stimulusPresent.t,responseTimeCorrect,pressLoc,responseTimeIncorrect,trialIncorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.75, -0.04)",images/min1.png,1,0.104237495689,0.841208680533,[ 0.9875      0.87222222],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.075154020451,0.686050180113,[-0.8265625  -0.02777778],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0790633521974,0.964108322514,[ 0.2921875  -0.01944444],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0986703184899,0.728720521438,[-0.1734375  -0.13611111],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0582781299017,0.719311294728,[ 0.721875   -0.11388889],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(-0.25, -0.04)",images/min2.png,1,0.0599450011505,0.603708880488,[ 0.7953125  -0.06388889],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.25, -0.04)",images/min3.png,1,0.052737209131,0.739822875941,[-0.1828125  -0.11111111],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,0,0,0,,,,,,,,,"(0.75, -0.04)",images/min4.png,1,0.0604824367911,0.649391323328,[ 0.2390625   0.01388889],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(-0.75, -0.04)",images/min1.png,2,0.0527429527137,0.740411593695,[ 0.65       -0.10833333],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(0.25, -0.04)",images/min3.png,2,0.062565307715,0.648202400771,[-0.7046875  -0.03055556],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,,,,,,,,,0,1,1,1,,,,,,,,,"(-0.25, -0.04)",images/min2.png,2,0.0592816167045,0.733740827185,[ 0.1671875  -0.10277778],,,2018_Jun_30_1127,59.7357902181,sequenceLearningTask,001,104,
