pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,randomPaw,correctKeyPress,allowableKey,correctKey,correctKeyPressNum,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,0,0,0,,,,,,,,,['num_7'],1,0.0629116155533,1,['num_7'],0,[0.6234353326917699],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0791192119459,1,['num_1'],0,[1.031611910405445],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0783155193094,1,['num_4'],0,[1.2164702426543954],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0775085446194,0,"['num_1', 'num_0', 'num_0']",0,"[0.932860690403686, 2.4832092238802943]",,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0502166359865,1,['num_0'],0,[0.6113824046697118],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0523360214711,1,['num_4'],0,[1.226137528671643],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0478954042646,1,['num_1'],0,[2.5959510137236066],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0548373558304,1,['num_0'],0,[0.8063576641461623],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,1,1,1,,,,,,,,,['num_7'],2,0.0528857652862,1,['num_7'],0,[0.8900971856810429],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.0584074085773,1,['num_1'],0,[1.3848924655967494],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,['num_4'],2,0.0590954088593,1,['num_4'],0,[1.0351273990272603],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.0586831009987,1,['num_0'],0,[0.8187072076752884],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.0575713056705,1,['num_0'],0,[0.7866501688813514],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,1,1,1,,,,,,,,,['num_4'],2,0.0558519203496,1,['num_4'],0,[1.2388965082654977],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,1,1,1,,,,,,,,,['num_1'],2,0.0561793050992,1,['num_1'],0,[1.4218943269306692],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,1,1,1,,,,,,,,,['num_0'],2,0.0566880232573,1,['num_0'],0,[0.7371600972965098],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,2,2,2,,,,,,,,,['num_7'],3,0.0497985845332,1,['num_7'],0,[0.960131265695054],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,['num_1'],3,0.0586728445833,1,['num_1'],0,[0.9858629685595588],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,['num_4'],3,0.0482785839095,1,['num_4'],0,[0.8965587267939554],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0739311072539,1,['num_0'],0,[0.4516703391464034],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0479249427381,1,['num_0'],0,[1.098221168501368],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,2,2,2,,,,,,,,,['num_4'],3,0.0517272007091,1,['num_4'],0,[1.2096525988317808],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,2,2,2,,,,,,,,,['num_1'],3,0.0507323285055,0,"['num_1', 'num_0', 'num_1']",0,"[1.112564969257619, 2.12713400087614]",,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_0'],,,,,,0,2,2,2,,,,,,,,,['num_0'],3,0.0622531537447,1,['num_0'],0,[0.7646202111263847],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_7'],,,,,,0,3,3,3,,,,,,,,,['num_7'],4,0.0536279194366,1,['num_7'],0,[0.9081328853872037],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_1'],,,,,,0,3,3,3,,,,,,,,,['num_1'],4,0.0564225872504,1,['num_1'],0,[1.1050601456654476],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,,,['num_4'],,,,,,0,3,3,3,,,,,,,,,['num_4'],4,0.0552328431722,1,['num_4'],0,[0.4226713528914843],,2018_Apr_03_1138,59.9843240902,sequenceLearningTask,001,052,
